#name,ra,dec,z_lens,z_source,zl_phot,zs_phot,Rein,lens_mag_i,source_mag_i,type,discovery,grade,Reference
150259+442925,225.748540,44.490390,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
150314+001017,225.811237,0.171429,-99.000,-99.000,0.44,-99.00,-99.,19.07,-99.00,GG,V,C,SuGOHI6
150333-002931,225.890645,-0.491976,-99.000,-99.000,0.66,-99.00,-99.,20.09,-99.00,GG,V,C,SuGOHI6
150431+441644,226.129360,44.278930,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
150438+424601,226.160120,42.766990,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
150458-005645,226.243730,-0.946026,0.770,-99.000,-99.00,-99.00,-99.,20.24,20.84,GG,Y,C,SuGOHI2
150503+433159,226.265740,43.533200,-99.000,-99.000,0.51,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
150506+421327,226.278550,42.224260,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
150527+420240,226.362550,42.044617,0.294,-99.000,-99.00,-99.00,-99.,17.51,21.95,GG,Y,C,SuGOHI2
150534+421104,226.392120,42.184694,0.587,-99.000,-99.00,-99.00,-99.,19.02,21.81,GG,Y,C,SuGOHI2
150602+441308,226.512240,44.218890,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
150712+420944,226.801140,42.162236,0.486,-99.000,-99.00,-99.00,-99.,18.67,21.44,GG,YCN,C,"SuGOHI2 SuGOHI10"
150805+435315,227.022920,43.887739,0.517,-99.000,-99.00,-99.00,-99.,18.79,22.38,GG,Y,C,SuGOHI2
150848+431842,227.200210,43.311920,-99.000,-99.000,0.63,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
150912+434601,227.301680,43.767160,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
150914+435449,227.310450,43.913760,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
150955+441853,227.483030,44.314980,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
151108+444107,227.786900,44.685320,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
151123+433333,227.847670,43.559220,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
151128+421719,227.868940,42.288810,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
151335+432116,228.397660,43.354580,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
151601+430024,229.006870,43.006737,0.370,-99.000,-99.00,-99.00,-99.,18.08,23.05,GG,Y,C,SuGOHI2
151717+433919,229.324050,43.655440,0.493,-99.000,-99.00,-99.00,-99.,18.66,21.18,GG,Y,C,SuGOHI2
151729+433544,229.374220,43.595740,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
151759+440320,229.496310,44.055790,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
151848+435253,229.701760,43.881399,0.286,-99.000,-99.00,-99.00,-99.,17.10,21.51,GG,Y,C,SuGOHI2
152218+440052,230.577860,44.014620,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
152243+423434,230.683290,42.576132,0.380,-99.000,-99.00,-99.00,-99.,18.57,22.96,GG,Y,C,SuGOHI2
152315+434458,230.814960,43.749640,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
152514+441507,231.308710,44.252130,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
152538+443005,231.410070,44.501503,0.393,-99.000,-99.00,-99.00,-99.,18.05,21.51,GG,Y,C,SuGOHI2
152603+423530,231.514290,42.591900,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
152641+433209,231.674640,43.536020,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
152745+424306,231.939860,42.718544,0.558,-99.000,-99.00,-99.00,-99.,19.92,22.72,GG,Y,C,SuGOHI2
152911+423524,232.298920,42.590200,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
153104+433831,232.767350,43.641980,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
153133+434842,232.890300,43.811890,-99.000,-99.000,0.53,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
153144+432442,232.936430,43.411888,0.314,-99.000,-99.00,-99.00,-99.,17.72,20.90,GG,Y,C,SuGOHI2
153342+425022,233.428980,42.839660,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
153427+442557,233.614350,44.432660,-99.000,-99.000,0.45,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
153518+425958,233.827110,42.999598,0.446,-99.000,-99.00,-99.00,-99.,18.30,23.32,GG,Y,C,SuGOHI2
153723+435534,234.347500,43.926300,-99.000,-99.000,0.41,-99.00,-99.,20.67,-99.00,GG,V,C,SuGOHI5
153910+423312,234.795660,42.553477,0.635,-99.000,-99.00,-99.00,-99.,19.52,22.33,GG,Y,C,SuGOHI2
154313+422743,235.807279,42.462039,-99.000,-99.000,0.71,-99.00,-99.,20.01,-99.00,GG,V,C,SuGOHI6
154547+432648,236.445926,43.446865,-99.000,-99.000,0.47,-99.00,-99.,18.57,-99.00,GG,VY,C,SuGOHI6
154654+435237,236.725693,43.876968,0.495,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,E,C,SuGOHI1
154656+440840,236.736054,44.144705,-99.000,-99.000,0.63,-99.00,-99.,20.00,-99.00,GG,V,C,SuGOHI6
154729+423637,236.873646,42.610293,-99.000,-99.000,0.94,-99.00,-99.,20.78,-99.00,GG,VY,C,SuGOHI6
154856+440714,237.236713,44.120820,-99.000,-99.000,1.18,-99.00,-99.,22.40,-99.00,GG,VY,C,SuGOHI6
154910+433633,237.295025,43.609299,-99.000,-99.000,0.88,-99.00,-99.,20.83,-99.00,GG,V,C,SuGOHI6
155008+422516,237.533808,42.421233,-99.000,-99.000,0.55,-99.00,-99.,17.48,-99.00,GG,VY,C,SuGOHI6
155008+433109,237.534294,43.519388,0.497,-99.000,-99.00,-99.00,-99.,18.75,23.02,GG,Y,C,SuGOHI1
155209+441638,238.041293,44.277370,-99.000,-99.000,0.94,-99.00,-99.,21.59,-99.00,GG,V,C,SuGOHI6
155309+424424,238.289357,42.740049,-99.000,-99.000,0.45,-99.00,-99.,19.07,-99.00,GG,V,C,SuGOHI6
155314+424500,238.311320,42.750220,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
155503+415256,238.765320,41.882490,-99.000,-99.000,0.43,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
155522+424153,238.844275,42.698182,0.551,-99.000,-99.00,-99.00,-99.,19.00,21.95,GG,YC,C,SuGOHI1
155546+434358,238.945330,43.732959,-99.000,-99.000,1.02,-99.00,-99.,21.71,-99.00,GG,V,C,SuGOHI6
155717+424742,239.320899,42.795258,-99.000,-99.000,0.91,-99.00,-99.,21.78,-99.00,GG,VY,C,SuGOHI6
155801+421049,239.505120,42.180540,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
155807+431354,239.530737,43.231668,-99.000,-99.000,0.92,-99.00,-99.,20.86,-99.00,GG,VY,C,SuGOHI6
155814+434207,239.560060,43.702050,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
155834+422509,239.644271,42.419425,-99.000,-99.000,0.79,-99.00,-99.,20.42,-99.00,GG,VY,C,SuGOHI6
155842+430752,239.677913,43.131253,-99.000,-99.000,0.94,-99.00,-99.,21.07,-99.00,GG,VY,C,SuGOHI6
155850+422350,239.710860,42.397448,-99.000,-99.000,0.88,-99.00,-99.,20.39,-99.00,GG,VYCN,C,"SuGOHI6 SuGOHI10"
160042+432503,240.175890,43.417770,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
160052+441303,240.220035,44.217555,0.547,-99.000,-99.00,-99.00,-99.,18.57,22.89,GG,YV,C,"SuGOHI1 SuGOHI6"
160118+432842,240.326432,43.478500,-99.000,-99.000,0.92,-99.00,-99.,20.84,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
160147+421907,240.448501,42.318614,-99.000,-99.000,0.55,-99.00,-99.,19.89,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
160219+425714,240.579800,42.954070,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
160236+424643,240.652165,42.778844,-99.000,-99.000,0.52,-99.00,-99.,19.48,-99.00,GG,V,C,SuGOHI6
160239+430828,240.665940,43.141380,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
160245+441759,240.690380,44.299880,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
160248+433536,240.702667,43.593529,0.418,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,E,C,SuGOHI1
160307+431421,240.780515,43.239353,-99.000,-99.000,0.55,-99.00,-99.,19.06,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
160330+422355,240.875100,42.398720,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
160338+432827,240.912341,43.474169,0.471,-99.000,-99.00,-99.00,-99.,20.48,20.98,GG,Y,C,SuGOHI1
160353+425417,240.971240,42.904980,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
160430+431636,241.127920,43.276830,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
160438+431255,241.160840,43.215430,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
160603+425534,241.513794,42.926119,-99.000,-99.000,0.76,-99.00,-99.,20.36,-99.00,GG,V,C,SuGOHI6
160611+441930,241.549957,44.325049,-99.000,-99.000,0.73,-99.00,-99.,20.23,-99.00,GG,VYCN,C,"SuGOHI6 SuGOHI10"
160734+441738,241.893572,44.294010,-99.000,-99.000,0.76,-99.00,-99.,20.01,-99.00,GG,VY,C,SuGOHI6
160740+434309,241.919340,43.719390,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
160744+432935,241.936880,43.493230,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
160759+441924,241.997558,44.323364,-99.000,-99.000,0.51,-99.00,-99.,18.96,-99.00,GG,V,C,SuGOHI6
160844+560148,242.187000,56.030000,-99.000,-99.000,0.75,-99.00,-99.,-99.,-99.00,GG,V,C,SuGOHI5
160904+422622,242.268797,42.439528,-99.000,-99.000,0.57,-99.00,-99.,19.37,-99.00,GG,VY,C,SuGOHI6
160919+442149,242.332403,44.363623,-99.000,-99.000,0.53,-99.00,-99.,19.45,-99.00,GG,VYCN,C,"SuGOHI6 SuGOHI10"
160926+544512,242.359100,54.753500,-99.000,-99.000,0.26,-99.00,-99.,20.19,-99.00,GG,V,C,SuGOHI5
160957+420650,242.491360,42.113980,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
161021+432106,242.589055,43.351697,-99.000,-99.000,0.57,-99.00,-99.,19.68,-99.00,GG,VY,C,SuGOHI6
161040+420526,242.667960,42.090600,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
161105+421042,242.771987,42.178449,-99.000,-99.000,0.58,-99.00,-99.,19.70,-99.00,GG,VY,C,SuGOHI6
161114+442324,242.810538,44.390136,-99.000,-99.000,0.79,-99.00,-99.,20.68,-99.00,GG,VY,C,SuGOHI6
161133+434227,242.888188,43.707515,-99.000,-99.000,0.79,-99.00,-99.,19.94,-99.00,GG,VY,C,SuGOHI6
161202+435201,243.008606,43.867001,0.496,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,ECN,C,"SuGOHI1 SuGOHI10"
161209+425752,243.039219,42.964618,-99.000,-99.000,0.35,-99.00,-99.,18.36,-99.00,GG,VY,C,SuGOHI6
161301+422959,243.257553,42.499978,0.757,-99.000,-99.00,-99.00,-99.,19.82,22.18,GG,Y,C,SuGOHI1
161354+440350,243.477918,44.064014,-99.000,-99.000,0.66,-99.00,-99.,19.87,-99.00,GG,VY,C,SuGOHI6
161538+422637,243.909591,42.443828,0.655,-99.000,-99.00,-99.00,-99.,18.87,23.09,GG,YV,C,"SuGOHI1 SuGOHI6"
161545+433546,243.940971,43.596130,-99.000,-99.000,0.74,-99.00,-99.,20.32,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
161553+441619,243.973860,44.272070,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
161653+542150,244.221600,54.363900,0.638,-99.000,0.60,-99.00,-99.,19.33,-99.00,GG,V,C,SuGOHI5
161722+422721,244.345210,42.455950,-99.000,-99.000,0.53,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
161941+425131,244.923828,42.858852,0.477,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,E,C,SuGOHI1
162026+421249,245.112329,42.213737,-99.000,-99.000,0.56,-99.00,-99.,19.40,-99.00,GG,V,C,SuGOHI6
162029+434216,245.121930,43.704466,-99.000,-99.000,0.69,-99.00,-99.,20.06,-99.00,GG,V,C,SuGOHI6
162120+432220,245.334990,43.372364,0.679,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,C,C,SuGOHI1
162320+442849,245.835170,44.480290,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
162730+442222,246.875476,44.372927,-99.000,-99.000,0.62,-99.00,-99.,20.07,-99.00,GG,V,C,SuGOHI6
162822+441915,247.094020,44.321072,0.538,-99.000,-99.00,-99.00,-99.,18.91,23.09,GG,YV,C,"SuGOHI1 SuGOHI6"
162836+432529,247.150178,43.424791,0.559,-99.000,-99.00,-99.00,-99.,18.96,22.15,GG,Y,C,SuGOHI1
162836+441233,247.152284,44.209250,0.488,-99.000,-99.00,-99.00,-99.,19.47,21.11,GG,Y,C,SuGOHI1
162914+440935,247.311021,44.159874,-99.000,-99.000,0.93,-99.00,-99.,20.70,-99.00,GG,V,C,SuGOHI6
163047+432209,247.696968,43.369302,-99.000,-99.000,0.74,-99.00,-99.,20.01,-99.00,GG,V,C,SuGOHI6
163050+440154,247.709680,44.031906,0.531,-99.000,-99.00,-99.00,-99.,19.24,22.71,GG,Y,C,SuGOHI1
163117+440649,247.821823,44.113670,-99.000,-99.000,0.36,-99.00,-99.,18.58,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
163136+432438,247.902850,43.410730,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
163145+431632,247.938949,43.275695,-99.000,-99.000,0.74,-99.00,-99.,19.50,-99.00,GG,VYCN,C,"SuGOHI6 SuGOHI10"
163221+422937,248.088120,42.493650,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
163228+415345,248.117250,41.896111,-99.000,-99.000,0.94,-99.00,-99.,21.43,-99.00,GG,V,C,SuGOHI6
163321+431500,248.337600,43.250100,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
163333+421416,248.390400,42.238000,0.434,-99.000,0.39,0.78,-99.,18.56,19.43,GG,V,C,"SuGOHI5 SuGOHI6"
163358+424557,248.492354,42.766052,-99.000,-99.000,0.89,-99.00,-99.,20.56,-99.00,GG,V,C,SuGOHI6
163406+425037,248.527846,42.843848,-99.000,-99.000,0.70,-99.00,-99.,20.43,-99.00,GG,VY,C,SuGOHI6
163535+425244,248.899052,42.878889,-99.000,-99.000,0.88,-99.00,-99.,20.92,-99.00,GG,V,C,SuGOHI6
163608+430215,249.036411,43.037594,-99.000,-99.000,0.68,-99.00,-99.,20.43,-99.00,GG,V,C,SuGOHI6
163702+441638,249.260500,44.277369,0.649,-99.000,-99.00,-99.00,-99.,19.81,22.72,GG,Y,C,SuGOHI2
163707+433826,249.282960,43.640730,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
163710+434218,249.293730,43.705190,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
163811+440501,249.546490,44.083780,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
163820+422942,249.585190,42.495240,0.568,-99.000,-99.00,-99.00,-99.,19.47,23.52,GG,Y,C,SuGOHI2
163955+433808,249.982820,43.635635,0.558,-99.000,-99.00,-99.00,-99.,19.34,22.97,GG,Y,C,SuGOHI2
164024+424954,250.100800,42.831789,0.629,-99.000,-99.00,-99.00,-99.,19.00,21.51,GG,Y,C,SuGOHI2
164054+431740,250.226910,43.294579,0.500,-99.000,-99.00,-99.00,-99.,18.98,22.18,GG,Y,C,SuGOHI2
164152+424927,250.468710,42.824210,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
220042+042326,330.175240,4.390610,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
220140+010715,330.417572,1.120952,0.317,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,E,C,SuGOHI1
220219-005809,330.581914,-0.969300,0.582,-99.000,-99.00,-99.00,-99.,19.68,21.08,GG,Y,C,SuGOHI1
220323+040449,330.847170,4.080380,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
220329+030314,330.872931,3.054131,-99.000,-99.000,0.90,-99.00,-99.,21.44,-99.00,GG,V,C,SuGOHI6
220346+004606,330.945580,0.768610,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
220414+025059,331.061138,2.849967,-99.000,-99.000,0.73,-99.00,-99.,20.38,-99.00,GG,V,C,SuGOHI6
220437+051956,331.157560,5.332250,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
220439+041145,331.163340,4.196040,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
220502+044634,331.258490,4.776200,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
220526+041909,331.361070,4.319370,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
220621+043817,331.591390,4.638090,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
220707+051057,331.781960,5.182550,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
220723+053549,331.848330,5.597010,-99.000,-99.000,0.47,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
220737+010925,331.906440,1.157180,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
220742+042846,331.925890,4.479450,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
220759+005827,331.996400,0.974100,-99.000,-99.000,0.26,-99.00,-99.,18.27,-99.00,GG,V,C,SuGOHI5
220828+000813,332.118130,0.137200,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
220836+061111,332.151790,6.186640,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
220840+014419,332.169800,1.738704,-99.000,-99.000,0.72,-99.00,-99.,19.84,-99.00,GG,VY,C,SuGOHI6
220903+010725,332.263596,1.123711,-99.000,-99.000,1.17,-99.00,-99.,22.88,-99.00,GG,VY,C,SuGOHI6
220923+011120,332.346700,1.189000,-99.000,-99.000,0.86,1.46,-99.,20.83,25.54,GG,V,C,SuGOHI5
220925+025404,332.355307,2.901233,-99.000,-99.000,0.58,-99.00,-99.,19.44,-99.00,GG,V,C,SuGOHI6
220958+013722,332.494162,1.623003,0.625,-99.000,-99.00,-99.00,-99.,21.30,-99.00,GG,Y,C,SuGOHI8
221000+003118,332.500817,0.521696,-99.000,-99.000,0.41,-99.00,-99.,18.51,-99.00,GG,V,C,SuGOHI6
221002+042622,332.511180,4.439610,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
221016+004147,332.567298,0.696659,-99.000,-99.000,0.59,-99.00,-99.,19.72,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
221028+030924,332.618250,3.156840,-99.000,-99.000,0.64,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
221045-005918,332.689200,-0.988300,-99.000,-99.000,0.73,-99.00,-99.,22.28,22.65,GG,V,C,"SuGOHI5 SuGOHI6"
221050-004946,332.712286,-0.829500,-99.000,-99.000,0.64,-99.00,-99.,20.17,-99.00,GG,V,C,SuGOHI6
221055+045604,332.731040,4.934610,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
221058-010020,332.742840,-1.005632,-99.000,-99.000,0.37,-99.00,-99.,19.07,-99.00,GG,VY,C,SuGOHI6
221134-003335,332.893810,-0.559930,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
221149-002005,332.954182,-0.334739,-99.000,-99.000,0.90,-99.00,-99.,21.49,-99.00,GG,V,C,SuGOHI6
221208+010659,333.036380,1.116620,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
221209+015109,333.038800,1.852600,-99.000,-99.000,0.75,1.52,-99.,21.14,23.87,GG,VCN,C,"SuGOHI5 SuGOHI10"
221238+000135,333.158958,0.026532,-99.000,-99.000,1.15,-99.00,-99.,23.01,-99.00,GG,V,C,SuGOHI6
221240+032512,333.167690,3.420090,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
221252+055300,333.219110,5.883580,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
221259+002141,333.248680,0.361640,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
221301+001347,333.256894,0.229933,-99.000,-99.000,0.56,-99.00,-99.,18.61,-99.00,GG,VY,C,SuGOHI6
221304+023534,333.268433,2.592933,0.320,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,E,C,SuGOHI1
221306-003037,333.278319,-0.510339,-99.000,-99.000,0.73,-99.00,-99.,21.62,-99.00,GG,V,C,SuGOHI6
221327+010849,333.366570,1.147000,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
221328-004454,333.370352,-0.748400,-99.000,-99.000,0.48,-99.00,-99.,18.68,-99.00,GG,V,C,SuGOHI6
221358+021952,333.493050,2.331190,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
221412+040335,333.552020,4.059930,-99.000,-99.000,0.51,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
221419-005205,333.580630,-0.868100,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
221442+025606,333.677630,2.935169,0.403,-99.000,-99.00,-99.00,-99.,18.84,23.08,GG,Y,C,SuGOHI2
221506+002029,333.778395,0.341415,-99.000,-99.000,0.29,-99.00,-99.,18.67,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
221513+010238,333.807004,1.044136,-99.000,-99.000,0.80,-99.00,-99.,21.07,-99.00,GG,V,C,SuGOHI6
221514+022936,333.812464,2.493390,-99.000,-99.000,0.63,-99.00,-99.,20.21,-99.00,GG,VY,C,SuGOHI6
221515+004036,333.815060,0.676870,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
221518-011405,333.827968,-1.234979,-99.000,-99.000,0.57,-99.00,-99.,19.16,-99.00,GG,VY,C,SuGOHI6
221522+010528,333.842800,1.091100,-99.000,-99.000,0.50,-99.00,-99.,20.68,21.72,GG,V,C,SuGOHI5
221531-012136,333.880960,-1.360030,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
221533+004139,333.890530,0.694230,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
221542+043419,333.926510,4.572210,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
221556-004732,333.987122,-0.792478,0.555,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,E,C,SuGOHI1
221605-003037,334.022730,-0.510320,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
221622+021154,334.092703,2.198531,-99.000,-99.000,0.42,-99.00,-99.,18.97,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
221651+020620,334.215040,2.105670,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
221655+035733,334.232524,3.959352,0.547,-99.000,-99.00,-99.00,-99.,21.46,-99.00,GG,Y,C,SuGOHI8
221657+051746,334.241060,5.296290,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
221704+011018,334.267340,1.171709,-99.000,-99.000,0.76,-99.00,-99.,19.35,-99.00,GG,VY,C,SuGOHI6
221725+030420,334.357600,3.072440,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
221731+020715,334.381260,2.121010,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,"SuGOHI10 Gavazzi et al. 2014"
221800+033426,334.501440,3.573920,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
221809-003528,334.540014,-0.591257,-99.000,-99.000,0.62,-99.00,-99.,19.52,-99.00,GG,VY,C,SuGOHI6
221829+004355,334.621510,0.732100,-99.000,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,C,SuGOHI10
221850+003608,334.711916,0.602284,-99.000,-99.000,0.65,-99.00,-99.,20.21,-99.00,GG,VCN,C,"SuGOHI6 SuGOHI10"
221902-012432,334.759110,-1.408972,0.202,-99.000,-99.00,-99.00,-99.,16.70,21.77,GG,Y,C,SuGOHI1
221905+000053,334.774701,0.014789,-99.000,-99.000,0.32,-99.00,-99.,18.47,-99.00,GG,VY,C,SuGOHI6
221921-003548,334.841398,-0.596833,0.508,-99.000,-99.00,-99.00,-99.,19.20,22.81,GG,Y,C,SuGOHI1
221936+014417,334.900368,1.738072,0.678,-99.000,-99.00,-99.00,-99.,19.41,22.79,GG,Y,C,SuGOHI1
